movieTitle,movieIMDbLink,gross,budget,director,profit,ROI
Joy,http://www.imdb.com/title/tt2446980/?ref_=fn_tt_tt_1,56443482,60000000,David O. Russell,-3556518,-5.92753
London Has Fallen,http://www.imdb.com/title/tt3300542/?ref_=fn_tt_tt_1,62401264,60000000,Babak Najafi,2401264,4.002106666666667
Alien: Resurrection,http://www.imdb.com/title/tt0118583/?ref_=fn_tt_tt_1,47748610,75000000,Jean-Pierre Jeunet,-27251390,-36.33518666666667
Shooter,http://www.imdb.com/title/tt0822854/?ref_=fn_tt_tt_1,46975183,61000000,Antoine Fuqua,-14024817,-22.991503278688523
The Boxtrolls,http://www.imdb.com/title/tt0787474/?ref_=fn_tt_tt_1,50807639,60000000,Graham Annable,-9192361,-15.320601666666667
Practical Magic,http://www.imdb.com/title/tt0120791/?ref_=fn_tt_tt_1,46611204,48000000,Griffin Dunne,-1388796,-2.893325
The Lego Movie,http://www.imdb.com/title/tt1490017/?ref_=fn_tt_tt_1,257756197,60000000,Phil Lord,197756197,329.59366166666666
Miss Congeniality 2: Armed and Fabulous,http://www.imdb.com/title/tt0385307/?ref_=fn_tt_tt_1,48472213,45000000,John Pasquin,3472213,7.716028888888888
Reign of Fire,http://www.imdb.com/title/tt0253556/?ref_=fn_tt_tt_1,43060566,60000000,Rob Bowman,-16939434,-28.232390000000002
Gangster Squad,http://www.imdb.com/title/tt1321870/?ref_=fn_tt_tt_1,45996718,60000000,Ruben Fleischer,-14003282,-23.33880333333333
Year One,http://www.imdb.com/title/tt1045778/?ref_=fn_tt_tt_1,43337279,60000000,Harold Ramis,-16662721,-27.771201666666666
Invictus,http://www.imdb.com/title/tt1057500/?ref_=fn_tt_tt_1,37479778,60000000,Clint Eastwood,-22520222,-37.533703333333335
Duplicity,http://www.imdb.com/title/tt1135487/?ref_=fn_tt_tt_1,40559930,60000000,Tony Gilroy,-19440070,-32.40011666666667
My Favorite Martian,http://www.imdb.com/title/tt0120764/?ref_=fn_tt_tt_1,36830057,65000000,Donald Petrie,-28169943,-43.33837384615384
The Sentinel,http://www.imdb.com/title/tt0443632/?ref_=fn_tt_tt_1,36279230,60000000,Clark Johnson,-23720770,-39.534616666666665
Planet 51,http://www.imdb.com/title/tt0762125/?ref_=fn_tt_tt_1,42194060,70000000,Jorge Blanco,-27805940,-39.72277142857143
Star Trek: Nemesis,http://www.imdb.com/title/tt0253754/?ref_=fn_tt_tt_1,43119879,60000000,Stuart Baird,-16880121,-28.133535
Intolerable Cruelty,http://www.imdb.com/title/tt0138524/?ref_=fn_tt_tt_1,35096190,60000000,Joel Coen,-24903810,-41.50635
Edge of Darkness,http://www.imdb.com/title/tt1226273/?ref_=fn_tt_tt_1,43290977,80000000,Martin Campbell,-36709023,-45.886278749999995
The Relic,http://www.imdb.com/title/tt0120004/?ref_=fn_tt_tt_1,33927476,40000000,Peter Hyams,-6072524,-15.18131
Analyze That,http://www.imdb.com/title/tt0289848/?ref_=fn_tt_tt_1,32122249,60000000,Harold Ramis,-27877751,-46.46291833333333
Righteous Kill,http://www.imdb.com/title/tt1034331/?ref_=fn_tt_tt_1,40076438,60000000,Jon Avnet,-19923562,-33.205936666666666
Mercury Rising,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,32940507,60000000,Harold Becker,-27059493,-45.099155
The Soloist,http://www.imdb.com/title/tt0821642/?ref_=fn_tt_tt_1,31670931,60000000,Joe Wright,-28329069,-47.215115000000004
The Legend of Bagger Vance,http://www.imdb.com/title/tt0146984/?ref_=fn_tt_tt_1,30695227,60000000,Robert Redford,-29304773,-48.84128833333333
Almost Famous,http://www.imdb.com/title/tt0181875/?ref_=fn_tt_tt_1,32522352,60000000,Cameron Crowe,-27477648,-45.79608
xXx: State of the Union,http://www.imdb.com/title/tt0329774/?ref_=fn_tt_tt_1,26082914,87000000,Lee Tamahori,-60917086,-70.01963908045977
Priest,http://www.imdb.com/title/tt0822847/?ref_=fn_tt_tt_1,29136626,60000000,Scott Stewart,-30863374,-51.43895666666667
Sinbad: Legend of the Seven Seas,http://www.imdb.com/title/tt0165982/?ref_=fn_tt_tt_1,26288320,60000000,Patrick Gilmore,-33711680,-56.18613333333333
Event Horizon,http://www.imdb.com/title/tt0119081/?ref_=fn_tt_tt_1,26616590,60000000,Paul W.S. Anderson,-33383410,-55.63901666666666
The Avengers,http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1,623279547,220000000,Joss Whedon,403279547,183.308885
Dragonfly,http://www.imdb.com/title/tt0259288/?ref_=fn_tt_tt_1,30063805,60000000,Tom Shadyac,-29936195,-49.893658333333335
The Black Dahlia,http://www.imdb.com/title/tt0387877/?ref_=fn_tt_tt_1,22518325,50000000,Brian De Palma,-27481675,-54.96335
Flyboys,http://www.imdb.com/title/tt0454824/?ref_=fn_tt_tt_1,13082288,60000000,Tony Bill,-46917712,-78.19618666666666
The Last Castle,http://www.imdb.com/title/tt0272020/?ref_=fn_tt_tt_1,18208078,60000000,Rod Lurie,-41791922,-69.65320333333334
Supernova,http://www.imdb.com/title/tt0134983/?ref_=fn_tt_tt_1,14218868,65000000,Walter Hill,-50781132,-78.12481846153845
Winter's Tale,http://www.imdb.com/title/tt1837709/?ref_=fn_tt_tt_1,22451,60000000,Akiva Goldsman,-59977549,-99.96258166666667
The Mortal Instruments: City of Bones,http://www.imdb.com/title/tt1538403/?ref_=fn_tt_tt_1,31165421,60000000,Harald Zwart,-28834579,-48.057631666666666
Meet Dave,http://www.imdb.com/title/tt0765476/?ref_=fn_tt_tt_1,11802056,60000000,Brian Robbins,-48197944,-80.32990666666666
Dark Water,http://www.imdb.com/title/tt0382628/?ref_=fn_tt_tt_1,25472967,30000000,Walter Salles,-4527033,-15.090110000000001
Edtv,http://www.imdb.com/title/tt0131369/?ref_=fn_tt_tt_1,22362500,55000000,Ron Howard,-32637500,-59.340909090909086
Inkheart,http://www.imdb.com/title/tt0494238/?ref_=fn_tt_tt_1,17281832,60000000,Iain Softley,-42718168,-71.19694666666668
The Spirit,http://www.imdb.com/title/tt0831887/?ref_=fn_tt_tt_1,19781879,60000000,Frank Miller,-40218121,-67.03020166666667
Mortdecai,http://www.imdb.com/title/tt3045616/?ref_=fn_tt_tt_1,7605668,60000000,David Koepp,-52394332,-87.32388666666667
In the Name of the King: A Dungeon Siege Tale,http://www.imdb.com/title/tt0460780/?ref_=fn_tt_tt_1,4535117,60000000,Uwe Boll,-55464883,-92.44147166666666
Beyond Borders,http://www.imdb.com/title/tt0294357/?ref_=fn_tt_tt_1,4426297,35000000,Martin Campbell,-30573703,-87.35343714285713
The Great Raid,http://www.imdb.com/title/tt0326905/?ref_=fn_tt_tt_1,10166502,80000000,John Dahl,-69833498,-87.2918725
Deadpool,http://www.imdb.com/title/tt1431045/?ref_=fn_tt_tt_1,363024263,58000000,Tim Miller,305024263,525.903901724138
Holy Man,http://www.imdb.com/title/tt0120701/?ref_=fn_tt_tt_1,12065985,60000000,Stephen Herek,-47934015,-79.890025
American Sniper,http://www.imdb.com/title/tt2179136/?ref_=fn_tt_tt_1,350123553,58800000,Clint Eastwood,291323553,495.4482193877551
Goosebumps,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,80021740,58000000,Rob Letterman,22021740,37.96851724137931
Just Like Heaven,http://www.imdb.com/title/tt0425123/?ref_=fn_tt_tt_1,48291624,58000000,Mark Waters,-9708376,-16.73857931034483
The Flintstones in Viva Rock Vegas,http://www.imdb.com/title/tt0158622/?ref_=fn_tt_tt_1,35231365,60000000,Brian Levant,-24768635,-41.281058333333334
Rambo III,http://www.imdb.com/title/tt0095956/?ref_=fn_tt_tt_1,53715611,63000000,Peter MacDonald,-9284389,-14.737125396825396
Leatherheads,http://www.imdb.com/title/tt0379865/?ref_=fn_tt_tt_1,31199215,58000000,George Clooney,-26800785,-46.20825
Did You Hear About the Morgans?,http://www.imdb.com/title/tt1314228/?ref_=fn_tt_tt_1,29580087,58000000,Marc Lawrence,-28419913,-48.99985
The Internship,http://www.imdb.com/title/tt2234155/?ref_=fn_tt_tt_1,44665963,58000000,Shawn Levy,-13334037,-22.98971896551724
Resident Evil: Afterlife,http://www.imdb.com/title/tt1220634/?ref_=fn_tt_tt_1,60128566,60000000,Paul W.S. Anderson,128566,0.21427666666666667
Red Tails,http://www.imdb.com/title/tt0485985/?ref_=fn_tt_tt_1,49875589,58000000,Anthony Hemingway,-8124411,-14.007605172413792
The Devil's Advocate,http://www.imdb.com/title/tt0118971/?ref_=fn_tt_tt_1,60984028,57000000,Taylor Hackford,3984028,6.9895228070175435
That's My Boy,http://www.imdb.com/title/tt1232200/?ref_=fn_tt_tt_1,36931089,70000000,Sean Anders,-33068911,-47.24130142857143
DragonHeart,http://www.imdb.com/title/tt0116136/?ref_=fn_tt_tt_1,51317350,57000000,Rob Cohen,-5682650,-9.969561403508772
After the Sunset,http://www.imdb.com/title/tt0367479/?ref_=fn_tt_tt_1,28328132,58000000,Brett Ratner,-29671868,-51.158393103448276
Ghost Rider: Spirit of Vengeance,http://www.imdb.com/title/tt1071875/?ref_=fn_tt_tt_1,51774002,57000000,Mark Neveldine,-5225998,-9.168417543859649
Captain Corelli's Mandolin,http://www.imdb.com/title/tt0238112/?ref_=fn_tt_tt_1,25528495,57000000,John Madden,-31471505,-55.213166666666666
The Pacifier,http://www.imdb.com/title/tt0395699/?ref_=fn_tt_tt_1,113006880,56000000,Adam Shankman,57006880,101.79800000000002
Walking Tall,http://www.imdb.com/title/tt0351977/?ref_=fn_tt_tt_1,45860039,56000000,Kevin Bray,-10139961,-18.107073214285716
Forrest Gump,http://www.imdb.com/title/tt0109830/?ref_=fn_tt_tt_1,329691196,55000000,Robert Zemeckis,274691196,499.43853818181816
Alvin and the Chipmunks,http://www.imdb.com/title/tt0952640/?ref_=fn_tt_tt_1,217326336,60000000,Tim Hill,157326336,262.21056
Meet the Parents,http://www.imdb.com/title/tt0212338/?ref_=fn_tt_tt_1,166225040,55000000,Jay Roach,111225040,202.22734545454543
Pocahontas,http://www.imdb.com/title/tt0114148/?ref_=fn_tt_tt_1,141600000,55000000,Mike Gabriel,86600000,157.45454545454544
Superman,http://www.imdb.com/title/tt0078346/?ref_=fn_tt_tt_1,134218018,55000000,Richard Donner,79218018,144.03276
The Nutty Professor,http://www.imdb.com/title/tt0117218/?ref_=fn_tt_tt_1,128769345,54000000,Tom Shadyac,74769345,138.46175
Hitch,http://www.imdb.com/title/tt0386588/?ref_=fn_tt_tt_1,177575142,70000000,Andy Tennant,107575142,153.67877428571427
George of the Jungle,http://www.imdb.com/title/tt0119190/?ref_=fn_tt_tt_1,105263257,55000000,Sam Weisman,50263257,91.38774
American Wedding,http://www.imdb.com/title/tt0328828/?ref_=fn_tt_tt_1,104354205,55000000,Jesse Dylan,49354205,89.73491818181817
Captain Phillips,http://www.imdb.com/title/tt1535109/?ref_=fn_tt_tt_1,107100855,55000000,Paul Greengrass,52100855,94.72882727272727
Date Night,http://www.imdb.com/title/tt1279935/?ref_=fn_tt_tt_1,98711404,55000000,Shawn Levy,43711404,79.47528
Casper,http://www.imdb.com/title/tt0112642/?ref_=fn_tt_tt_1,100328194,50000000,Brad Silberling,50328194,100.656388
The Equalizer,http://www.imdb.com/title/tt0455944/?ref_=fn_tt_tt_1,101530738,55000000,Antoine Fuqua,46530738,84.60134181818182
Maid in Manhattan,http://www.imdb.com/title/tt0252076/?ref_=fn_tt_tt_1,93815117,55000000,Wayne Wang,38815117,70.57293999999999
Crimson Tide,http://www.imdb.com/title/tt0112740/?ref_=fn_tt_tt_1,91400000,53000000,Tony Scott,38400000,72.45283018867924
The Pursuit of Happyness,http://www.imdb.com/title/tt0454921/?ref_=fn_tt_tt_1,162586036,55000000,Gabriele Muccino,107586036,195.61097454545455
Flightplan,http://www.imdb.com/title/tt0408790/?ref_=fn_tt_tt_1,89706988,55000000,Robert Schwentke,34706988,63.10361454545455
Disclosure,http://www.imdb.com/title/tt0109635/?ref_=fn_tt_tt_1,83000000,55000000,Barry Levinson,28000000,50.90909090909091
City of Angels,http://www.imdb.com/title/tt0120632/?ref_=fn_tt_tt_1,78745923,55000000,Brad Silberling,23745923,43.17440545454546
Kill Bill: Vol. 1,http://www.imdb.com/title/tt0266697/?ref_=fn_tt_tt_1,70098138,30000000,Quentin Tarantino,40098138,133.66046
Bowfinger,http://www.imdb.com/title/tt0131325/?ref_=fn_tt_tt_1,66365290,55000000,Frank Oz,11365290,20.664163636363636
Kill Bill: Vol. 2,http://www.imdb.com/title/tt0378194/?ref_=fn_tt_tt_1,66207920,30000000,Quentin Tarantino,36207920,120.69306666666665
Tango & Cash,http://www.imdb.com/title/tt0098439/?ref_=fn_tt_tt_1,63408614,55000000,Andrey Konchalovskiy,8408614,15.28838909090909
Death Becomes Her,http://www.imdb.com/title/tt0104070/?ref_=fn_tt_tt_1,58422650,55000000,Robert Zemeckis,3422650,6.223
Shanghai Noon,http://www.imdb.com/title/tt0184894/?ref_=fn_tt_tt_1,56932305,55000000,Tom Dey,1932305,3.5132818181818184
Executive Decision,http://www.imdb.com/title/tt0116253/?ref_=fn_tt_tt_1,68750000,55000000,Stuart Baird,13750000,25
Mr. Popper's Penguins,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,68218041,55000000,Mark Waters,13218041,24.032801818181817
The Forbidden Kingdom,http://www.imdb.com/title/tt0865556/?ref_=fn_tt_tt_1,25040293,55000000,Rob Minkoff,-29959707,-54.47219454545454
Free Birds,http://www.imdb.com/title/tt1621039/?ref_=fn_tt_tt_1,55747724,55000000,Jimmy Hayward,747724,1.3594981818181817
Alien 3,http://www.imdb.com/title/tt0103644/?ref_=fn_tt_tt_1,55473600,50000000,David Fincher,5473600,10.9472
Evita,http://www.imdb.com/title/tt0116250/?ref_=fn_tt_tt_1,49994804,55000000,Alan Parker,-5005196,-9.100356363636363
Ronin,http://www.imdb.com/title/tt0122690/?ref_=fn_tt_tt_1,41609593,55000000,John Frankenheimer,-13390407,-24.346194545454544
The Ghost and the Darkness,http://www.imdb.com/title/tt0116409/?ref_=fn_tt_tt_1,38553833,55000000,Stephen Hopkins,-16446167,-29.902121818181822
Paddington,http://www.imdb.com/title/tt1109624/?ref_=fn_tt_tt_1,76137505,55000000,Paul King,21137505,38.43182727272727
The Watch,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,34350553,68000000,Akiva Schaffer,-33649447,-49.48448088235294
The Hunted,http://www.imdb.com/title/tt0269347/?ref_=fn_tt_tt_1,34238611,55000000,William Friedkin,-20761389,-37.74798
Instinct,http://www.imdb.com/title/tt0128278/?ref_=fn_tt_tt_1,34098563,55000000,Jon Turteltaub,-20901437,-38.00261272727273
Stuck on You,http://www.imdb.com/title/tt0338466/?ref_=fn_tt_tt_1,33828318,55000000,Bobby Farrelly,-21171682,-38.493967272727275
Semi-Pro,http://www.imdb.com/title/tt0839980/?ref_=fn_tt_tt_1,33472850,55000000,Kent Alterman,-21527150,-39.14027272727273
The Pirates! Band of Misfits,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1,31051126,55000000,Peter Lord,-23948874,-43.54340727272727
Changeling,http://www.imdb.com/title/tt0824747/?ref_=fn_tt_tt_1,35707327,55000000,Clint Eastwood,-19292673,-35.07758727272727
Chain Reaction,http://www.imdb.com/title/tt0115857/?ref_=fn_tt_tt_1,20550712,50000000,Andrew Davis,-29449288,-58.898576000000006
The Fan,http://www.imdb.com/title/tt0116277/?ref_=fn_tt_tt_1,18573791,55000000,Tony Scott,-36426209,-66.2294709090909
The Phantom of the Opera,http://www.imdb.com/title/tt0293508/?ref_=fn_tt_tt_1,51225796,70000000,Joel Schumacher,-18774204,-26.82029142857143
Elizabeth: The Golden Age,http://www.imdb.com/title/tt0414055/?ref_=fn_tt_tt_1,16264475,55000000,Shekhar Kapur,-38735525,-70.42822727272727
ÌÎåÊon Flux,http://www.imdb.com/title/tt0402022/?ref_=fn_tt_tt_1,25857987,62000000,Karyn Kusama,-36142013,-58.293569354838716
Gods and Generals,http://www.imdb.com/title/tt0279111/?ref_=fn_tt_tt_1,12870569,56000000,Ron Maxwell,-43129431,-77.01684107142857
Turbulence,http://www.imdb.com/title/tt0120390/?ref_=fn_tt_tt_1,11466088,71000000,Robert Butler,-59533912,-83.85058028169014
Imagine That,http://www.imdb.com/title/tt0780567/?ref_=fn_tt_tt_1,16088610,55000000,Karey Kirkpatrick,-38911390,-70.74798181818181
Muppets Most Wanted,http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1,51178893,50000000,James Bobin,1178893,2.357786
Thunderbirds,http://www.imdb.com/title/tt0167456/?ref_=fn_tt_tt_1,6768055,57000000,Jonathan Frakes,-50231945,-88.12621929824562
Burlesque,http://www.imdb.com/title/tt1126591/?ref_=fn_tt_tt_1,39440655,55000000,Steve Antin,-15559345,-28.28971818181818
A Very Long Engagement,http://www.imdb.com/title/tt0344510/?ref_=fn_tt_tt_1,6167817,47000000,Jean-Pierre Jeunet,-40832183,-86.87698510638297
Blade II,http://www.imdb.com/title/tt0187738/?ref_=fn_tt_tt_1,81645152,54000000,Guillermo del Toro,27645152,51.19472592592592
Seven Pounds,http://www.imdb.com/title/tt0814314/?ref_=fn_tt_tt_1,69951824,55000000,Gabriele Muccino,14951824,27.18513454545455
Bullet to the Head,http://www.imdb.com/title/tt1308729/?ref_=fn_tt_tt_1,9483821,55000000,Walter Hill,-45516179,-82.75668909090909
The Godfather: Part III,http://www.imdb.com/title/tt0099674/?ref_=fn_tt_tt_1,66676062,54000000,Francis Ford Coppola,12676062,23.47418888888889
Elizabethtown,http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1,26838389,57000000,Cameron Crowe,-30161611,-52.91510701754386
"You, Me and Dupree",http://www.imdb.com/title/tt0463034/?ref_=fn_tt_tt_1,75604320,54000000,Anthony Russo,21604320,40.007999999999996
Superman II,http://www.imdb.com/title/tt0081573/?ref_=fn_tt_tt_1,108200000,54000000,Richard Lester,54200000,100.37037037037038
Gigli,http://www.imdb.com/title/tt0299930/?ref_=fn_tt_tt_1,5660084,54000000,Martin Brest,-48339916,-89.51836296296295
All the King's Men,http://www.imdb.com/title/tt0405676/?ref_=fn_tt_tt_1,7221458,55000000,Steven Zaillian,-47778542,-86.87007636363636
Shaft,http://www.imdb.com/title/tt0162650/?ref_=fn_tt_tt_1,70327868,46000000,John Singleton,24327868,52.88666956521739
Anastasia,http://www.imdb.com/title/tt0118617/?ref_=fn_tt_tt_1,58297830,50000000,Don Bluth,8297830,16.595660000000002
Moulin Rouge!,http://www.imdb.com/title/tt0203009/?ref_=fn_tt_tt_1,57386369,52500000,Baz Luhrmann,4886369,9.307369523809523
Domestic Disturbance,http://www.imdb.com/title/tt0249478/?ref_=fn_tt_tt_1,45207112,53000000,Harold Becker,-7792888,-14.703562264150943
Black Mass,http://www.imdb.com/title/tt1355683/?ref_=fn_tt_tt_1,62563543,53000000,Scott Cooper,9563543,18.04442075471698
Flags of Our Fathers,http://www.imdb.com/title/tt0418689/?ref_=fn_tt_tt_1,33574332,90000000,Clint Eastwood,-56425668,-62.69518666666667
Law Abiding Citizen,http://www.imdb.com/title/tt1197624/?ref_=fn_tt_tt_1,73343413,50000000,F. Gary Gray,23343413,46.686825999999996
Grindhouse,http://www.imdb.com/title/tt0462322/?ref_=fn_tt_tt_1,25031037,53000000,Robert Rodriguez,-27968963,-52.7716283018868
Beloved,http://www.imdb.com/title/tt0120603/?ref_=fn_tt_tt_1,22843047,55000000,Jonathan Demme,-32156953,-58.46718727272727
Lucky You,http://www.imdb.com/title/tt0338216/?ref_=fn_tt_tt_1,5755286,55000000,Curtis Hanson,-49244714,-89.53584363636364
Catch Me If You Can,http://www.imdb.com/title/tt0264464/?ref_=fn_tt_tt_1,164435221,52000000,Steven Spielberg,112435221,216.22157884615385
Zero Dark Thirty,http://www.imdb.com/title/tt1790885/?ref_=fn_tt_tt_1,95720716,40000000,Kathryn Bigelow,55720716,139.30179
The Break-Up,http://www.imdb.com/title/tt0452594/?ref_=fn_tt_tt_1,118683135,52000000,Peyton Reed,66683135,128.23679807692307
Mamma Mia!,http://www.imdb.com/title/tt0795421/?ref_=fn_tt_tt_1,143704210,52000000,Phyllida Lloyd,91704210,176.35425
Valentine's Day,http://www.imdb.com/title/tt0817230/?ref_=fn_tt_tt_1,110476776,52000000,Garry Marshall,58476776,112.45533846153846
The Dukes of Hazzard,http://www.imdb.com/title/tt0377818/?ref_=fn_tt_tt_1,80270227,50000000,Jay Chandrasekhar,30270227,60.540454
The Thin Red Line,http://www.imdb.com/title/tt0120863/?ref_=fn_tt_tt_1,36385763,52000000,Terrence Malick,-15614237,-30.027378846153844
The Change-Up,http://www.imdb.com/title/tt1488555/?ref_=fn_tt_tt_1,37035845,52000000,David Dobkin,-14964155,-28.777221153846156
Man on the Moon,http://www.imdb.com/title/tt0125664/?ref_=fn_tt_tt_1,34580635,52000000,Milos Forman,-17419365,-33.49877884615385
Casino,http://www.imdb.com/title/tt0112641/?ref_=fn_tt_tt_1,42438300,52000000,Martin Scorsese,-9561700,-18.387884615384614
From Paris with Love,http://www.imdb.com/title/tt1179034/?ref_=fn_tt_tt_1,23324666,52000000,Pierre Morel,-28675334,-55.144873076923076
Bulletproof Monk,http://www.imdb.com/title/tt0245803/?ref_=fn_tt_tt_1,23020488,52000000,Paul Hunter,-28979512,-55.72983076923077
"Me, Myself & Irene",http://www.imdb.com/title/tt0183505/?ref_=fn_tt_tt_1,90567722,51000000,Bobby Farrelly,39567722,77.58376862745098
Barnyard,http://www.imdb.com/title/tt0414853/?ref_=fn_tt_tt_1,72601713,51000000,Steve Oedekerk,21601713,42.356300000000005
The Twilight Saga: New Moon,http://www.imdb.com/title/tt1259571/?ref_=fn_tt_tt_1,296623634,50000000,Chris Weitz,246623634,493.247268
Shrek,http://www.imdb.com/title/tt0126029/?ref_=fn_tt_tt_1,267652016,60000000,Andrew Adamson,207652016,346.08669333333336
The Adjustment Bureau,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,62453315,50200000,George Nolfi,12253315,24.40899402390438
Robin Hood: Prince of Thieves,http://www.imdb.com/title/tt0102798/?ref_=fn_tt_tt_1,165500000,48000000,Kevin Reynolds,117500000,244.79166666666666
Jerry Maguire,http://www.imdb.com/title/tt0116695/?ref_=fn_tt_tt_1,153620822,50000000,Cameron Crowe,103620822,207.241644
Ted,http://www.imdb.com/title/tt1637725/?ref_=fn_tt_tt_1,218628680,50000000,Seth MacFarlane,168628680,337.25736
As Good as It Gets,http://www.imdb.com/title/tt0119822/?ref_=fn_tt_tt_1,147637474,50000000,James L. Brooks,97637474,195.274948
Patch Adams,http://www.imdb.com/title/tt0129290/?ref_=fn_tt_tt_1,135014968,50000000,Tom Shadyac,85014968,170.029936
Anchorman 2: The Legend Continues,http://www.imdb.com/title/tt1229340/?ref_=fn_tt_tt_1,2175312,50000000,Adam McKay,-47824688,-95.649376
Mr. Deeds,http://www.imdb.com/title/tt0280590/?ref_=fn_tt_tt_1,126203320,50000000,Steven Brill,76203320,152.40663999999998
Super 8,http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1,126975169,50000000,J.J. Abrams,76975169,153.950338
Erin Brockovich,http://www.imdb.com/title/tt0195685/?ref_=fn_tt_tt_1,125548685,52000000,Steven Soderbergh,73548685,141.43977884615384
How to Lose a Guy in 10 Days,http://www.imdb.com/title/tt0251127/?ref_=fn_tt_tt_1,105807520,50000000,Donald Petrie,55807520,111.61504
22 Jump Street,http://www.imdb.com/title/tt2294449/?ref_=fn_tt_tt_1,191616238,50000000,Phil Lord,141616238,283.232476
Interview with the Vampire: The Vampire Chronicles,http://www.imdb.com/title/tt0110148/?ref_=fn_tt_tt_1,105264608,60000000,Neil Jordan,45264608,75.44101333333333
Yes Man,http://www.imdb.com/title/tt1068680/?ref_=fn_tt_tt_1,97680195,70000000,Peyton Reed,27680195,39.54313571428572
Central Intelligence,http://www.imdb.com/title/tt1489889/?ref_=fn_tt_tt_1,126088877,50000000,Rawson Marshall Thurber,76088877,152.177754
Stepmom,http://www.imdb.com/title/tt0120686/?ref_=fn_tt_tt_1,91030827,50000000,Chris Columbus,41030827,82.06165399999999
Daddy's Home,http://www.imdb.com/title/tt1528854/?ref_=fn_tt_tt_1,150315155,50000000,Sean Anders,100315155,200.63030999999998
Into the Woods,http://www.imdb.com/title/tt2180411/?ref_=fn_tt_tt_1,127997349,50000000,Rob Marshall,77997349,155.994698
Inside Man,http://www.imdb.com/title/tt0454848/?ref_=fn_tt_tt_1,88504640,45000000,Spike Lee,43504640,96.67697777777778
Payback,http://www.imdb.com/title/tt0120784/?ref_=fn_tt_tt_1,81517441,50000000,Brian Helgeland,31517441,63.034882
Congo,http://www.imdb.com/title/tt0112715/?ref_=fn_tt_tt_1,81022333,50000000,Frank Marshall,31022333,62.04466600000001
Knowing,http://www.imdb.com/title/tt0448011/?ref_=fn_tt_tt_1,79948113,50000000,Alex Proyas,29948113,59.896226
Failure to Launch,http://www.imdb.com/title/tt0427229/?ref_=fn_tt_tt_1,88658172,50000000,Tom Dey,38658172,77.316344
"Crazy, Stupid, Love.",http://www.imdb.com/title/tt1570728/?ref_=fn_tt_tt_1,84244877,50000000,Glenn Ficarra,34244877,68.489754
Garfield,http://www.imdb.com/title/tt0356634/?ref_=fn_tt_tt_1,75367693,35000000,Peter Hewitt,40367693,115.33626571428573
Christmas with the Kranks,http://www.imdb.com/title/tt0388419/?ref_=fn_tt_tt_1,73701902,60000000,Joe Roth,13701902,22.836503333333333
Moneyball,http://www.imdb.com/title/tt1210166/?ref_=fn_tt_tt_1,75605492,50000000,Bennett Miller,25605492,51.210984
Outbreak,http://www.imdb.com/title/tt0114069/?ref_=fn_tt_tt_1,67823573,50000000,Wolfgang Petersen,17823573,35.647146
Non-Stop,http://www.imdb.com/title/tt2024469/?ref_=fn_tt_tt_1,91439400,50000000,Jaume Collet-Serra,41439400,82.8788
Race to Witch Mountain,http://www.imdb.com/title/tt1075417/?ref_=fn_tt_tt_1,67128202,65000000,Andy Fickman,2128202,3.274156923076923
V for Vendetta,http://www.imdb.com/title/tt0434409/?ref_=fn_tt_tt_1,70496802,54000000,James McTeigue,16496802,30.549633333333333
Shanghai Knights,http://www.imdb.com/title/tt0300471/?ref_=fn_tt_tt_1,60470220,50000000,David Dobkin,10470220,20.94044
Curious George,http://www.imdb.com/title/tt0381971/?ref_=fn_tt_tt_1,58336565,50000000,Matthew O'Callaghan,8336565,16.67313
Herbie Fully Loaded,http://www.imdb.com/title/tt0400497/?ref_=fn_tt_tt_1,66002004,50000000,Angela Robinson,16002004,32.004008
Don't Say a Word,http://www.imdb.com/title/tt0260866/?ref_=fn_tt_tt_1,54997476,50000000,Gary Fleder,4997476,9.994952
Hansel & Gretel: Witch Hunters,http://www.imdb.com/title/tt1428538/?ref_=fn_tt_tt_1,55682070,50000000,Tommy Wirkola,5682070,11.36414
Unfaithful,http://www.imdb.com/title/tt0250797/?ref_=fn_tt_tt_1,52752475,50000000,Adrian Lyne,2752475,5.50495
I Am Number Four,http://www.imdb.com/title/tt1464540/?ref_=fn_tt_tt_1,55092830,60000000,D.J. Caruso,-4907170,-8.178616666666667
Syriana,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1,50815288,50000000,Stephen Gaghan,815288,1.6305759999999998
13 Hours,http://www.imdb.com/title/tt4172430/?ref_=fn_tt_tt_1,52822418,50000000,Michael Bay,2822418,5.644836000000001
The Book of Life,http://www.imdb.com/title/tt2262227/?ref_=fn_tt_tt_1,50150619,50000000,Jorge R. GutiÌÎå©rrez,150619,0.301238
