country,movieTitle,contentRating,movieYear,duration,language,numFaceInPoster,movieIMDbLink,gross,budget,imdbScore,numVotedUsers,numCriticsForReviews,castMemberFBLikes,movieFBLikes,director,directorFBLikes,actor1,actor1FBLikes,actor2,actor2FBLikes,actor3,actor3FBLikes,profit,ROI
USA,Beyond Borders,R,2003,127,English,2,http://www.imdb.com/title/tt0294357/?ref_=fn_tt_tt_1,4426297,35000000,6.5,22570,54,12947,0,Martin Campbell,258,Angelina Jolie Pitt,11000,Teri Polo,708,Noah Emmerich,617,-30573703,-87.35343714285713
USA,The Great Raid,R,2005,132,Filipino,0,http://www.imdb.com/title/tt0326905/?ref_=fn_tt_tt_1,10166502,80000000,6.7,18209,81,12133,0,John Dahl,131,James Franco,11000,Clayne Crawford,298,Paolo Montalban,242,-69833498,-87.2918725
USA,Deadpool,R,2016,108,English,0,http://www.imdb.com/title/tt1431045/?ref_=fn_tt_tt_1,363024263,58000000,8.1,479047,579,18239,117000,Tim Miller,84,Ryan Reynolds,16000,Ed Skrein,805,Stefan Kapicic,361,305024263,525.903901724138
USA,Holy Man,PG,1998,114,English,1,http://www.imdb.com/title/tt0120701/?ref_=fn_tt_tt_1,12065985,60000000,4.9,16260,56,2367,296,Stephen Herek,65,Kelly Preston,743,Morgan Fairchild,730,Eric McCormack,440,-47934015,-79.890025
USA,American Sniper,R,2014,133,English,0,http://www.imdb.com/title/tt2179136/?ref_=fn_tt_tt_1,350123553,58800000,7.3,325264,490,16277,112000,Clint Eastwood,16000,Bradley Cooper,14000,Leonard Roberts,962,Keir O'Donnell,318,291323553,495.4482193877551
USA,Goosebumps,PG,2015,103,English,4,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,80021740,58000000,6.4,47968,218,5497,35000,Rob Letterman,11,Odeya Rush,2000,Dylan Minnette,1000,Ken Marino,543,22021740,37.96851724137931
USA,Just Like Heaven,PG-13,2005,95,English,1,http://www.imdb.com/title/tt0425123/?ref_=fn_tt_tt_1,48291624,58000000,6.7,82819,142,2876,0,Mark Waters,70,Jon Heder,970,Ivana Milicevic,834,Willie Garson,512,-9708376,-16.73857931034483
USA,The Flintstones in Viva Rock Vegas,PG,2000,90,English,0,http://www.imdb.com/title/tt0158622/?ref_=fn_tt_tt_1,35231365,60000000,3.6,15517,57,6299,500,Brian Levant,32,Taylor Negron,1000,Mark Addy,891,Danny Woodburn,809,-24768635,-41.281058333333334
USA,Rambo III,R,1988,87,English,1,http://www.imdb.com/title/tt0095956/?ref_=fn_tt_tt_1,53715611,63000000,5.7,92106,84,14574,2000,Peter MacDonald,10,Sylvester Stallone,13000,Kurtwood Smith,1000,Richard Crenna,349,-9284389,-14.737125396825396
USA,Leatherheads,PG-13,2008,114,English,8,http://www.imdb.com/title/tt0379865/?ref_=fn_tt_tt_1,31199215,58000000,6,27664,186,589,472,George Clooney,0,Robert Baker,142,Malcolm Goodwin,117,Matt Bushell,110,-26800785,-46.20825
USA,Did You Hear About the Morgans?,PG-13,2009,103,English,2,http://www.imdb.com/title/tt1314228/?ref_=fn_tt_tt_1,29580087,58000000,4.7,29523,133,3150,0,Marc Lawrence,30,Michael Kelly,963,Kim Shaw,935,Kevin Brown,727,-28419913,-48.99985
USA,The Internship,PG-13,2013,125,English,2,http://www.imdb.com/title/tt2234155/?ref_=fn_tt_tt_1,44665963,58000000,6.3,159931,246,5081,22000,Shawn Levy,189,Josh Gad,1000,Jessica Szohr,847,Rob Riggle,839,-13334037,-22.98971896551724
Germany,Resident Evil: Afterlife,R,2010,97,English,1,http://www.imdb.com/title/tt1220634/?ref_=fn_tt_tt_1,60128566,60000000,5.9,131447,253,16098,19000,Paul W.S. Anderson,545,Milla Jovovich,14000,Boris Kodjoe,1000,Shawn Roberts,529,128566,0.21427666666666667
USA,Red Tails,PG-13,2012,125,English,0,http://www.imdb.com/title/tt0485985/?ref_=fn_tt_tt_1,49875589,58000000,5.9,28807,144,4416,0,Anthony Hemingway,143,David Oyelowo,1000,Nate Parker,664,Tristan Mack Wilds,519,-8124411,-14.007605172413792
USA,The Devil's Advocate,R,1997,136,English,2,http://www.imdb.com/title/tt0118971/?ref_=fn_tt_tt_1,60984028,57000000,7.5,259519,117,45271,11000,Taylor Hackford,138,Keanu Reeves,18000,Al Pacino,14000,Charlize Theron,9000,3984028,6.9895228070175435
USA,That's My Boy,R,2012,116,English,2,http://www.imdb.com/title/tt1232200/?ref_=fn_tt_tt_1,36931089,70000000,5.6,70681,157,16484,12000,Sean Anders,51,Adam Sandler,11000,Leighton Meester,3000,Will Forte,622,-33068911,-47.24130142857143
USA,DragonHeart,PG-13,1996,103,English,0,http://www.imdb.com/title/tt0116136/?ref_=fn_tt_tt_1,51317350,57000000,6.4,78343,60,2710,0,Rob Cohen,357,Dennis Quaid,2000,Brian Thompson,663,Terry O'Neill,40,-5682650,-9.969561403508772
USA,After the Sunset,PG-13,2004,97,English,2,http://www.imdb.com/title/tt0367479/?ref_=fn_tt_tt_1,28328132,58000000,6.3,38298,117,9814,782,Brett Ratner,420,Salma Hayek,4000,Don Cheadle,3000,Chris Penn,455,-29671868,-51.158393103448276
USA,Ghost Rider: Spirit of Vengeance,PG-13,2011,96,English,1,http://www.imdb.com/title/tt1071875/?ref_=fn_tt_tt_1,51774002,57000000,4.3,87745,287,16121,18000,Mark Neveldine,83,Nicolas Cage,12000,Spencer Wilding,1000,Christopher Lambert,1000,-5225998,-9.168417543859649
UK,Captain Corelli's Mandolin,R,2001,131,English,2,http://www.imdb.com/title/tt0238112/?ref_=fn_tt_tt_1,25528495,57000000,5.9,28099,96,23325,0,John Madden,108,Christian Bale,23000,Irene Papas,243,Mihalis Giannatos,58,-31471505,-55.213166666666666
Canada,The Pacifier,PG,2005,95,English,0,http://www.imdb.com/title/tt0395699/?ref_=fn_tt_tt_1,113006880,56000000,5.5,66308,125,16884,0,Adam Shankman,163,Vin Diesel,14000,Brad Garrett,799,Tate Donovan,650,57006880,101.79800000000002
USA,Walking Tall,PG-13,2004,86,English,1,http://www.imdb.com/title/tt0351977/?ref_=fn_tt_tt_1,45860039,56000000,6.2,53118,117,14146,0,Kevin Bray,10,Dwayne Johnson,12000,Ashley Scott,795,Michael Bowen,348,-10139961,-18.107073214285716
USA,Forrest Gump,PG-13,1994,142,English,0,http://www.imdb.com/title/tt0109830/?ref_=fn_tt_tt_1,329691196,55000000,8.8,1251222,149,15700,59000,Robert Zemeckis,0,Tom Hanks,15000,Siobhan Fallon Hogan,294,Sam Anderson,194,274691196,499.43853818181816
USA,Alvin and the Chipmunks,PG,2007,92,English,0,http://www.imdb.com/title/tt0952640/?ref_=fn_tt_tt_1,217326336,60000000,5.2,57276,131,2847,0,Tim Hill,25,Jesse McCartney,1000,Beth Riesgraf,718,Matthew Gray Gubler,639,157326336,262.21056
USA,Meet the Parents,PG-13,2000,108,English,2,http://www.imdb.com/title/tt0212338/?ref_=fn_tt_tt_1,166225040,55000000,7,260442,150,24286,0,Jay Roach,116,Robert De Niro,22000,Blythe Danner,713,Teri Polo,708,111225040,202.22734545454543
USA,Pocahontas,G,1995,84,English,1,http://www.imdb.com/title/tt0114148/?ref_=fn_tt_tt_1,141600000,55000000,6.6,119675,92,26754,0,Mike Gabriel,12,Christian Bale,23000,Frank Welker,2000,Irene Bedard,752,86600000,157.45454545454544
USA,Superman,PG,1978,188,English,0,http://www.imdb.com/title/tt0078346/?ref_=fn_tt_tt_1,134218018,55000000,7.3,126357,169,12940,0,Richard Donner,503,Marlon Brando,10000,Margot Kidder,593,Ned Beatty,467,79218018,144.03276
USA,The Nutty Professor,PG-13,1996,95,English,1,http://www.imdb.com/title/tt0117218/?ref_=fn_tt_tt_1,128769345,54000000,5.6,86556,57,3155,960,Tom Shadyac,293,Jada Pinkett Smith,851,James Coburn,773,Dave Chappelle,744,74769345,138.46175
USA,Hitch,PG-13,2005,118,English,1,http://www.imdb.com/title/tt0386588/?ref_=fn_tt_tt_1,177575142,70000000,6.6,244840,171,13426,0,Andy Tennant,72,Will Smith,10000,Michael Rapaport,975,Kevin Sussman,681,107575142,153.67877428571427
USA,George of the Jungle,PG,1997,92,English,0,http://www.imdb.com/title/tt0119190/?ref_=fn_tt_tt_1,105263257,55000000,5.4,56168,53,4518,5000,Sam Weisman,39,Brendan Fraser,3000,Abraham Benrubi,562,Holland Taylor,458,50263257,91.38774
USA,American Wedding,R,2003,74,English,3,http://www.imdb.com/title/tt0328828/?ref_=fn_tt_tt_1,104354205,55000000,6.3,162331,153,5713,0,Jesse Dylan,58,Alyson Hannigan,3000,Thomas Ian Nicholas,864,Fred Willard,729,49354205,89.73491818181817
USA,Captain Phillips,PG-13,2013,134,English,0,http://www.imdb.com/title/tt1535109/?ref_=fn_tt_tt_1,107100855,55000000,7.9,323353,491,16281,65000,Paul Greengrass,521,Tom Hanks,15000,Chris Mulkey,535,Michael Chernus,186,52100855,94.72882727272727
USA,Date Night,PG-13,2010,101,English,2,http://www.imdb.com/title/tt1279935/?ref_=fn_tt_tt_1,98711404,55000000,6.3,127571,247,39822,0,Shawn Levy,189,Mila Kunis,15000,James Franco,11000,Steve Carell,7000,43711404,79.47528
USA,Casper,PG,1995,100,English,0,http://www.imdb.com/title/tt0112642/?ref_=fn_tt_tt_1,100328194,50000000,6,85903,26,2638,0,Brad Silberling,52,Eric Idle,795,Fred Rogers,419,Cathy Moriarty,394,50328194,100.656388
USA,The Equalizer,R,2014,132,English,0,http://www.imdb.com/title/tt0455944/?ref_=fn_tt_tt_1,101530738,55000000,7.2,229574,292,37605,56000,Antoine Fuqua,845,Denzel Washington,18000,ChloÌÎÌà Grace Moretz,17000,James Wilcox,683,46530738,84.60134181818182
USA,Maid in Manhattan,PG-13,2002,105,English,2,http://www.imdb.com/title/tt0252076/?ref_=fn_tt_tt_1,93815117,55000000,5.1,68417,114,7184,0,Wayne Wang,61,Bob Hoskins,5000,Frances Conroy,827,Natasha Richardson,708,38815117,70.57293999999999
USA,Crimson Tide,R,1995,123,English,0,http://www.imdb.com/title/tt0112740/?ref_=fn_tt_tt_1,91400000,53000000,7.3,81026,82,30132,0,Tony Scott,12000,Denzel Washington,18000,Viggo Mortensen,10000,Ricky Schroder,665,38400000,72.45283018867924
USA,The Pursuit of Happyness,PG-13,2006,117,English,0,http://www.imdb.com/title/tt0454921/?ref_=fn_tt_tt_1,162586036,55000000,8,338383,201,11036,32000,Gabriele Muccino,125,Will Smith,10000,Kurt Fuller,617,James Karen,168,107586036,195.61097454545455
USA,Flightplan,PG-13,2005,98,English,1,http://www.imdb.com/title/tt0408790/?ref_=fn_tt_tt_1,89706988,55000000,6.2,126746,231,2287,0,Robert Schwentke,124,Erika Christensen,931,Michael Irby,507,Haley Ramm,354,34706988,63.10361454545455
USA,Disclosure,R,1994,128,English,0,http://www.imdb.com/title/tt0109635/?ref_=fn_tt_tt_1,83000000,55000000,6,36587,55,3888,0,Barry Levinson,272,Demi Moore,2000,Dylan Baker,812,Roma Maffia,383,28000000,50.90909090909091
Germany,City of Angels,PG-13,1998,114,English,1,http://www.imdb.com/title/tt0120632/?ref_=fn_tt_tt_1,78745923,55000000,6.7,94407,110,13905,0,Brad Silberling,52,Nicolas Cage,12000,Andre Braugher,702,Colm Feore,539,23745923,43.17440545454546
USA,Kill Bill: Vol. 1,R,2003,111,English,0,http://www.imdb.com/title/tt0266697/?ref_=fn_tt_tt_1,70098138,30000000,8.1,735784,354,3983,13000,Quentin Tarantino,16000,David Carradine,926,Vivica A. Fox,890,Chiaki Kuriyama,640,40098138,133.66046
USA,Bowfinger,PG-13,1999,85,English,2,http://www.imdb.com/title/tt0131325/?ref_=fn_tt_tt_1,66365290,55000000,6.4,56874,140,22458,0,Frank Oz,0,Robert Downey Jr.,21000,Adam Alexi-Malle,860,Jamie Kennedy,490,11365290,20.664163636363636
USA,Kill Bill: Vol. 2,R,2004,137,English,0,http://www.imdb.com/title/tt0378194/?ref_=fn_tt_tt_1,66207920,30000000,8,512749,304,1959,0,Quentin Tarantino,16000,Vivica A. Fox,890,Michael Parks,387,Michael Bowen,348,36207920,120.69306666666665
USA,Tango & Cash,R,1989,97,English,1,http://www.imdb.com/title/tt0098439/?ref_=fn_tt_tt_1,63408614,55000000,6.3,75365,45,14432,0,Andrey Konchalovskiy,96,Sylvester Stallone,13000,Jack Palance,549,Brion James,403,8408614,15.28838909090909
USA,Death Becomes Her,PG-13,1992,104,English,3,http://www.imdb.com/title/tt0104070/?ref_=fn_tt_tt_1,58422650,55000000,6.4,78974,49,25599,8000,Robert Zemeckis,0,Bruce Willis,13000,Meryl Streep,11000,Isabella Rossellini,812,3422650,6.223
USA,Shanghai Noon,PG-13,2000,110,English,2,http://www.imdb.com/title/tt0184894/?ref_=fn_tt_tt_1,56932305,55000000,6.6,96690,146,939,0,Tom Dey,9,Xander Berkeley,485,Jason Connery,110,Kate Luyben,95,1932305,3.5132818181818184
USA,Executive Decision,R,1996,133,English,0,http://www.imdb.com/title/tt0116253/?ref_=fn_tt_tt_1,68750000,55000000,6.4,40858,60,2916,0,Stuart Baird,53,Oliver Platt,1000,Joe Morton,780,J.T. Walsh,263,13750000,25
USA,Mr. Popper's Penguins,PG,2011,94,English,1,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,68218041,55000000,6,67191,189,2820,14000,Mark Waters,70,Madeline Carroll,1000,Ophelia Lovibond,549,Philip Baker Hall,497,13218041,24.032801818181817
USA,The Forbidden Kingdom,PG-13,2008,104,English,0,http://www.imdb.com/title/tt0865556/?ref_=fn_tt_tt_1,25040293,55000000,6.6,88049,206,7247,0,Rob Minkoff,50,Jet Li,5000,Thomas McDonell,962,Michael Angarano,947,-29959707,-54.47219454545454
USA,Free Birds,PG,2013,91,English,1,http://www.imdb.com/title/tt1621039/?ref_=fn_tt_tt_1,55747724,55000000,5.9,18042,118,3104,0,Jimmy Hayward,39,Amy Poehler,1000,Carlos Ponce,591,Dan Fogler,562,747724,1.3594981818181817
USA,Alien 3,R,1992,145,English,0,http://www.imdb.com/title/tt0103644/?ref_=fn_tt_tt_1,55473600,50000000,6.4,207686,210,1543,0,David Fincher,21000,Charles S. Dutton,534,Holt McCallany,273,Paul McGann,243,5473600,10.9472
USA,Evita,PG,1996,135,English,1,http://www.imdb.com/title/tt0116250/?ref_=fn_tt_tt_1,49994804,55000000,6.3,29205,76,164,0,Alan Parker,317,Andrea Corr,57,Jimmy Nail,40,Peter Polycarpou,34,-5005196,-9.100356363636363
UK,Ronin,R,1998,122,English,2,http://www.imdb.com/title/tt0122690/?ref_=fn_tt_tt_1,41609593,55000000,7.3,145422,149,24270,0,John Frankenheimer,287,Robert De Niro,22000,Natascha McElhone,2000,Michael Lonsdale,135,-13390407,-24.346194545454544
USA,The Ghost and the Darkness,R,1996,110,English,0,http://www.imdb.com/title/tt0116409/?ref_=fn_tt_tt_1,38553833,55000000,6.8,46239,62,1752,0,Stephen Hopkins,81,Tom Wilkinson,1000,Bernard Hill,416,Om Puri,163,-16446167,-29.902121818181822
UK,Paddington,PG,2014,95,English,0,http://www.imdb.com/title/tt1109624/?ref_=fn_tt_tt_1,76137505,55000000,7.2,49207,224,3697,30000,Paul King,17,Julie Walters,838,Matt Lucas,722,Sally Hawkins,594,21137505,38.43182727272727
USA,The Watch,R,2012,102,English,4,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,34350553,68000000,5.7,104066,265,2488,15000,Akiva Schaffer,82,Will Forte,622,Nicholas Braun,591,Rosemarie DeWitt,537,-33649447,-49.48448088235294
USA,The Hunted,R,2003,94,English,1,http://www.imdb.com/title/tt0269347/?ref_=fn_tt_tt_1,34238611,55000000,6,35830,135,2248,0,William Friedkin,607,Connie Nielsen,933,Jenna Boyd,518,Rex Linn,215,-20761389,-37.74798
USA,Instinct,R,1999,126,English,1,http://www.imdb.com/title/tt0128278/?ref_=fn_tt_tt_1,34098563,55000000,6.5,27191,100,13406,0,Jon Turteltaub,226,Anthony Hopkins,12000,Maura Tierney,509,John Ashton,241,-20901437,-38.00261272727273
USA,Stuck on You,PG-13,2003,118,English,2,http://www.imdb.com/title/tt0338466/?ref_=fn_tt_tt_1,33828318,55000000,5.8,44453,123,14036,0,Bobby Farrelly,101,Matt Damon,13000,Terence Bernie Hines,390,Seymour Cassel,327,-21171682,-38.493967272727275
USA,Semi-Pro,R,2008,99,English,3,http://www.imdb.com/title/tt0839980/?ref_=fn_tt_tt_1,33472850,55000000,5.8,67005,164,10026,0,Kent Alterman,3,Will Ferrell,8000,Maura Tierney,509,Matt Walsh,490,-21527150,-39.14027272727273
UK,The Pirates! Band of Misfits,PG,2012,88,English,0,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1,31051126,55000000,6.7,36877,238,6254,0,Peter Lord,91,Salma Hayek,4000,Russell Tovey,796,Brian Blessed,591,-23948874,-43.54340727272727
USA,Changeling,R,2008,141,English,0,http://www.imdb.com/title/tt0824747/?ref_=fn_tt_tt_1,35707327,55000000,7.8,199056,264,12840,14000,Clint Eastwood,16000,Angelina Jolie Pitt,11000,Michael Kelly,963,Colm Feore,539,-19292673,-35.07758727272727
USA,Chain Reaction,PG-13,1996,107,English,1,http://www.imdb.com/title/tt0115857/?ref_=fn_tt_tt_1,20550712,50000000,5.6,40346,47,31014,1000,Andrew Davis,99,Keanu Reeves,18000,Morgan Freeman,11000,Kevin Dunn,581,-29449288,-58.898576000000006
USA,The Fan,R,1996,116,English,3,http://www.imdb.com/title/tt0116277/?ref_=fn_tt_tt_1,18573791,55000000,5.8,38533,50,24618,0,Tony Scott,12000,Robert De Niro,22000,Kurt Fuller,617,Ellen Barkin,552,-36426209,-66.2294709090909
UK,The Phantom of the Opera,PG-13,2004,143,English,0,http://www.imdb.com/title/tt0293508/?ref_=fn_tt_tt_1,51225796,70000000,7.4,96654,153,20660,0,Joel Schumacher,541,Gerard Butler,18000,Minnie Driver,893,Miranda Richardson,530,-18774204,-26.82029142857143
UK,Elizabeth: The Golden Age,PG-13,2007,114,English,1,http://www.imdb.com/title/tt0414055/?ref_=fn_tt_tt_1,16264475,55000000,6.9,54787,202,16899,0,Shekhar Kapur,159,Eddie Redmayne,13000,Abbie Cornish,2000,Jordi MollÌÎÌ_,877,-38735525,-70.42822727272727
USA,ÌÎåÊon Flux,PG-13,2005,93,English,0,http://www.imdb.com/title/tt0402022/?ref_=fn_tt_tt_1,25857987,62000000,5.5,110614,178,10185,0,Karyn Kusama,45,Charlize Theron,9000,Sophie Okonedo,460,Paterson Joseph,352,-36142013,-58.293569354838716
USA,Gods and Generals,PG-13,2003,280,English,0,http://www.imdb.com/title/tt0279111/?ref_=fn_tt_tt_1,12870569,56000000,6.3,13215,84,1671,953,Ron Maxwell,33,Billy Campbell,789,Bruce Boxleitner,640,John Castle,67,-43129431,-77.01684107142857
USA,Turbulence,R,1997,100,English,0,http://www.imdb.com/title/tt0120390/?ref_=fn_tt_tt_1,11466088,71000000,4.7,8983,44,3952,316,Robert Butler,0,Hector Elizondo,995,Lauren Holly,879,Jeffrey DeMunn,745,-59533912,-83.85058028169014
USA,Imagine That,PG,2009,107,English,2,http://www.imdb.com/title/tt0780567/?ref_=fn_tt_tt_1,16088610,55000000,5.6,10417,93,3742,610,Karey Kirkpatrick,11,Stephen Root,939,Ronny Cox,605,Richard Schiff,506,-38911390,-70.74798181818181
USA,Muppets Most Wanted,PG,2014,119,English,4,http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1,51178893,50000000,6.4,24285,277,6089,10000,James Bobin,33,Ty Burrell,3000,Tina Fey,2000,Hugh Bonneville,518,1178893,2.357786
UK,Thunderbirds,PG,2004,95,English,0,http://www.imdb.com/title/tt0167456/?ref_=fn_tt_tt_1,6768055,57000000,4.2,11148,76,2260,437,Jonathan Frakes,906,Sophia Myles,956,Philip Winchester,579,Brady Corbet,287,-50231945,-88.12621929824562
USA,Burlesque,PG-13,2010,119,English,1,http://www.imdb.com/title/tt1126591/?ref_=fn_tt_tt_1,39440655,55000000,6.4,61680,197,4315,19000,Steve Antin,59,Eric Dane,2000,Peter Gallagher,828,David Walton,676,-15559345,-28.28971818181818
France,A Very Long Engagement,R,2004,133,French,1,http://www.imdb.com/title/tt0344510/?ref_=fn_tt_tt_1,6167817,47000000,7.7,62607,186,405,0,Jean-Pierre Jeunet,0,Denis Lavant,226,AndrÌÎå© Dussollier,52,Albert Dupontel,46,-40832183,-86.87698510638297
USA,Blade II,R,2002,117,English,1,http://www.imdb.com/title/tt0187738/?ref_=fn_tt_tt_1,81645152,54000000,6.7,158267,224,15371,0,Guillermo del Toro,0,Norman Reedus,12000,Thomas Kretschmann,919,Tony Curran,845,27645152,51.19472592592592
USA,Seven Pounds,PG-13,2008,123,English,1,http://www.imdb.com/title/tt0814314/?ref_=fn_tt_tt_1,69951824,55000000,7.7,232710,202,14727,26000,Gabriele Muccino,125,Will Smith,10000,Rosario Dawson,3000,Madison Pettis,835,14951824,27.18513454545455
USA,Bullet to the Head,R,2012,92,English,3,http://www.imdb.com/title/tt1308729/?ref_=fn_tt_tt_1,9483821,55000000,5.7,39247,279,25418,10000,Walter Hill,394,Sylvester Stallone,13000,Jason Momoa,11000,Jon Seda,565,-45516179,-82.75668909090909
USA,The Godfather: Part III,R,1990,170,English,1,http://www.imdb.com/title/tt0099674/?ref_=fn_tt_tt_1,66676062,54000000,7.6,267980,110,16949,0,Francis Ford Coppola,0,Al Pacino,14000,Joe Mantegna,1000,Bridget Fonda,889,12676062,23.47418888888889
USA,Elizabethtown,PG-13,2005,123,English,0,http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1,26838389,57000000,6.4,58658,190,12700,0,Cameron Crowe,488,Orlando Bloom,5000,Kirsten Dunst,4000,Judy Greer,2000,-30161611,-52.91510701754386
USA,"You, Me and Dupree",PG-13,2006,110,English,1,http://www.imdb.com/title/tt0463034/?ref_=fn_tt_tt_1,75604320,54000000,5.6,68417,136,847,0,Anthony Russo,94,Todd Stashwick,277,Billy Gardell,245,Amanda Detmer,240,21604320,40.007999999999996
USA,Superman II,PG,1980,116,English,4,http://www.imdb.com/title/tt0081573/?ref_=fn_tt_tt_1,108200000,54000000,6.8,76331,121,2908,0,Richard Lester,44,Margot Kidder,593,Ned Beatty,467,Jackie Cooper,420,54200000,100.37037037037038
USA,Gigli,R,2003,121,English,0,http://www.imdb.com/title/tt0299930/?ref_=fn_tt_tt_1,5660084,54000000,2.4,41620,131,286,2000,Martin Brest,102,Todd Giebenhain,117,Lenny Venito,62,David Backus,43,-48339916,-89.51836296296295
Germany,All the King's Men,PG-13,2006,128,English,0,http://www.imdb.com/title/tt0405676/?ref_=fn_tt_tt_1,7221458,55000000,6.2,20740,127,27614,0,Steven Zaillian,234,Kate Winslet,14000,Anthony Hopkins,12000,Kevin Dunn,581,-47778542,-86.87007636363636
Germany,Shaft,R,2000,99,English,0,http://www.imdb.com/title/tt0162650/?ref_=fn_tt_tt_1,70327868,46000000,5.9,58416,160,26527,0,John Singleton,309,Christian Bale,23000,Vanessa Williams,1000,Daniel von Bargen,577,24327868,52.88666956521739
USA,Anastasia,G,1997,94,English,1,http://www.imdb.com/title/tt0118617/?ref_=fn_tt_tt_1,58297830,50000000,7.1,86347,78,6017,0,Don Bluth,383,Kirsten Dunst,4000,Kelsey Grammer,808,Bernadette Peters,753,8297830,16.595660000000002
USA,Moulin Rouge!,PG-13,2001,127,English,1,http://www.imdb.com/title/tt0203009/?ref_=fn_tt_tt_1,57386369,52500000,7.6,224013,209,2601,10000,Baz Luhrmann,1000,Jim Broadbent,1000,Kylie Minogue,691,Richard Roxburgh,653,4886369,9.307369523809523
USA,Domestic Disturbance,PG-13,2001,89,English,1,http://www.imdb.com/title/tt0249478/?ref_=fn_tt_tt_1,45207112,53000000,5.5,21283,98,13390,361,Harold Becker,17,Steve Buscemi,12000,Teri Polo,708,Matt O'Leary,303,-7792888,-14.703562264150943
USA,Black Mass,R,2015,123,English,7,http://www.imdb.com/title/tt1355683/?ref_=fn_tt_tt_1,62563543,53000000,7,115216,391,63769,44000,Scott Cooper,108,Johnny Depp,40000,Benedict Cumberbatch,19000,Adam Scott,3000,9563543,18.04442075471698
USA,Flags of Our Fathers,R,2006,135,English,0,http://www.imdb.com/title/tt0418689/?ref_=fn_tt_tt_1,33574332,90000000,7.1,101221,279,24468,0,Clint Eastwood,16000,Paul Walker,23000,Chris Bauer,638,Tom McCarthy,310,-56425668,-62.69518666666667
USA,Law Abiding Citizen,R,2009,118,English,0,http://www.imdb.com/title/tt1197624/?ref_=fn_tt_tt_1,73343413,50000000,7.4,217480,216,22517,21000,F. Gary Gray,473,Gerard Butler,18000,Leslie Bibb,1000,Michael Kelly,963,23343413,46.686825999999996
USA,Grindhouse,R,2007,189,English,0,http://www.imdb.com/title/tt0462322/?ref_=fn_tt_tt_1,25031037,53000000,7.6,155496,250,22186,0,Robert Rodriguez,0,Quentin Tarantino,16000,Rosario Dawson,3000,ZoÌÎÌà Bell,1000,-27968963,-52.7716283018868
USA,Beloved,R,1998,172,English,1,http://www.imdb.com/title/tt0120603/?ref_=fn_tt_tt_1,22843047,55000000,5.9,6082,78,2397,853,Jonathan Demme,438,Oprah Winfrey,852,Kimberly Elise,637,Hill Harper,466,-32156953,-58.46718727272727
USA,Lucky You,PG-13,2007,124,English,1,http://www.imdb.com/title/tt0338216/?ref_=fn_tt_tt_1,5755286,55000000,5.9,18310,106,26334,672,Curtis Hanson,161,Robert Downey Jr.,21000,Robert Duvall,3000,Kelvin Han Yee,681,-49244714,-89.53584363636364
USA,Catch Me If You Can,PG-13,2002,141,English,0,http://www.imdb.com/title/tt0264464/?ref_=fn_tt_tt_1,164435221,52000000,8,525801,194,48153,15000,Steven Spielberg,14000,Leonardo DiCaprio,29000,Tom Hanks,15000,Jennifer Garner,3000,112435221,216.22157884615385
USA,Zero Dark Thirty,R,2012,157,English,0,http://www.imdb.com/title/tt1790885/?ref_=fn_tt_tt_1,95720716,40000000,7.4,216032,558,2759,39000,Kathryn Bigelow,0,Jennifer Ehle,1000,Harold Perrineau,1000,Parker Sawyers,304,55720716,139.30179
USA,The Break-Up,PG-13,2006,106,English,1,http://www.imdb.com/title/tt0452594/?ref_=fn_tt_tt_1,118683135,52000000,5.8,102167,183,8315,0,Peyton Reed,235,Jon Favreau,4000,John Michael Higgins,957,Ann-Margret,931,66683135,128.23679807692307
USA,Mamma Mia!,PG-13,2008,108,English,1,http://www.imdb.com/title/tt0795421/?ref_=fn_tt_tt_1,143704210,52000000,6.3,145974,238,26002,10000,Phyllida Lloyd,58,Colin Firth,14000,Meryl Streep,11000,Julie Walters,838,91704210,176.35425
USA,Valentine's Day,PG-13,2010,125,English,12,http://www.imdb.com/title/tt0817230/?ref_=fn_tt_tt_1,110476776,52000000,5.7,95437,186,45696,9000,Garry Marshall,0,Bradley Cooper,14000,Taylor Lautner,12000,Anne Hathaway,11000,58476776,112.45533846153846
USA,The Dukes of Hazzard,PG-13,2005,107,English,5,http://www.imdb.com/title/tt0377818/?ref_=fn_tt_tt_1,80270227,50000000,5.1,66382,144,2297,0,Jay Chandrasekhar,422,Alice Greczyn,631,Jessica Simpson,534,Michael Weston,379,30270227,60.540454
USA,The Thin Red Line,R,1998,215,English,0,http://www.imdb.com/title/tt0120863/?ref_=fn_tt_tt_1,36385763,52000000,7.6,138941,156,1937,0,Terrence Malick,0,Nick Stahl,648,Miranda Otto,568,Dash Mihok,463,-15614237,-30.027378846153844
USA,The Change-Up,R,2011,118,English,2,http://www.imdb.com/title/tt1488555/?ref_=fn_tt_tt_1,37035845,52000000,6.4,136680,215,28045,13000,David Dobkin,71,Ryan Reynolds,16000,Olivia Wilde,10000,Mircea Monroe,634,-14964155,-28.777221153846156
